locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJIGEHEJ_01118	CDS	1524	sasA_2	2.7.13.3		Adaptive-response sensory-kinase SasA
IJIGEHEJ_01119	CDS	729	srrA			Transcriptional regulatory protein SrrA
IJIGEHEJ_01120	CDS	1344				hypothetical protein
IJIGEHEJ_01121	CDS	270				hypothetical protein
IJIGEHEJ_01122	CDS	939	yicL_2		COG0697	putative inner membrane transporter YicL
IJIGEHEJ_01123	tmRNA	369	ssrA			transfer-messenger RNA, SsrA
IJIGEHEJ_01124	CDS	561				hypothetical protein
IJIGEHEJ_01125	CDS	318				hypothetical protein
IJIGEHEJ_01126	CDS	1188	niaP		COG0477	Putative niacin/nicotinamide transporter NiaP
IJIGEHEJ_01127	CDS	744				hypothetical protein
IJIGEHEJ_01128	CDS	165				hypothetical protein
IJIGEHEJ_01129	CDS	111				hypothetical protein
IJIGEHEJ_01130	CDS	864				hypothetical protein
IJIGEHEJ_01131	CDS	894	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
IJIGEHEJ_01132	CDS	465	lrpC		COG1522	HTH-type transcriptional regulator LrpC
IJIGEHEJ_01133	CDS	222				hypothetical protein
IJIGEHEJ_01134	CDS	231				hypothetical protein
IJIGEHEJ_01135	CDS	1191				hypothetical protein
IJIGEHEJ_01136	CDS	1554	yheS_1		COG0488	putative ATP-binding protein YheS
IJIGEHEJ_01137	CDS	588	rimI_2	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
IJIGEHEJ_01138	CDS	792				hypothetical protein
IJIGEHEJ_01139	CDS	240				hypothetical protein
IJIGEHEJ_01140	CDS	1110				hypothetical protein
IJIGEHEJ_01141	CDS	294				hypothetical protein
IJIGEHEJ_01142	CDS	282				hypothetical protein
IJIGEHEJ_01143	CDS	501	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
IJIGEHEJ_01144	CDS	1044				hypothetical protein
IJIGEHEJ_01145	CDS	609				hypothetical protein
IJIGEHEJ_01146	CDS	1545	gtfA_3	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
IJIGEHEJ_01147	CDS	1509	gtfA_4	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
IJIGEHEJ_01148	CDS	828	cysL_1		COG0583	HTH-type transcriptional regulator CysL
IJIGEHEJ_01149	CDS	1011				hypothetical protein
IJIGEHEJ_01150	CDS	558	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
IJIGEHEJ_01151	CDS	501				hypothetical protein
IJIGEHEJ_01152	CDS	1485	emrB_1		COG2814	Multidrug export protein EmrB
IJIGEHEJ_01153	CDS	663		3.1.3.3		Phosphoserine phosphatase
IJIGEHEJ_01154	CDS	1188			COG2814	putative transporter
IJIGEHEJ_01155	CDS	840	glnH_1		COG0834	Glutamine-binding periplasmic protein
IJIGEHEJ_01156	CDS	642	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
IJIGEHEJ_01157	CDS	642	artQ		COG0765	Arginine transport system permease protein ArtQ
IJIGEHEJ_01158	CDS	807	minD		COG2894	Septum site-determining protein MinD
IJIGEHEJ_01159	CDS	669	minC		COG0850	Septum site-determining protein MinC
IJIGEHEJ_01160	CDS	519				hypothetical protein
IJIGEHEJ_01161	CDS	846	mreC		COG1792	Cell shape-determining protein MreC
IJIGEHEJ_01162	CDS	1005	mreB		COG1077	Cell shape-determining protein MreB
IJIGEHEJ_01163	CDS	534				hypothetical protein
IJIGEHEJ_01164	CDS	99				hypothetical protein
IJIGEHEJ_01165	CDS	1335	fpgS	6.3.2.17		Folylpolyglutamate synthase
IJIGEHEJ_01166	CDS	2670	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IJIGEHEJ_01167	CDS	609	tpx	1.11.1.24		Thiol peroxidase
IJIGEHEJ_01168	CDS	1239	gshAB_1			Glutathione biosynthesis bifunctional protein GshAB
IJIGEHEJ_01169	CDS	1218	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
IJIGEHEJ_01170	CDS	1155	iscS_2	2.8.1.7		Cysteine desulfurase IscS
IJIGEHEJ_01171	CDS	1722	ezrA			Septation ring formation regulator EzrA
IJIGEHEJ_01172	CDS	462	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IJIGEHEJ_01173	CDS	609	rpsD		COG0522	Small ribosomal subunit protein uS4
IJIGEHEJ_01174	CDS	627				hypothetical protein
IJIGEHEJ_01175	CDS	465				hypothetical protein
IJIGEHEJ_01176	CDS	627				hypothetical protein
IJIGEHEJ_01177	CDS	279	sdpR		COG0640	Transcriptional repressor SdpR
IJIGEHEJ_01178	CDS	1695	malL_5	3.2.1.10	COG0366	Oligo-1,6-glucosidase
IJIGEHEJ_01179	CDS	417				hypothetical protein
IJIGEHEJ_01180	CDS	849	sorD		COG3716	PTS system sorbose-specific EIID component
IJIGEHEJ_01181	CDS	798	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
IJIGEHEJ_01182	CDS	468	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
IJIGEHEJ_01183	CDS	1005	cytR		COG1609	HTH-type transcriptional repressor CytR
IJIGEHEJ_01184	CDS	2256	gshAB_2			Glutathione biosynthesis bifunctional protein GshAB
IJIGEHEJ_01185	CDS	1281	rarA_1	3.6.4.-	COG2256	Replication-associated recombination protein A
IJIGEHEJ_01186	CDS	285				hypothetical protein
IJIGEHEJ_01187	CDS	483				Putative universal stress protein
IJIGEHEJ_01188	CDS	1131				hypothetical protein
IJIGEHEJ_01189	CDS	897				hypothetical protein
IJIGEHEJ_01190	CDS	1560				hypothetical protein
IJIGEHEJ_01191	CDS	1113	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IJIGEHEJ_01192	CDS	1029				Zinc-type alcohol dehydrogenase-like protein
IJIGEHEJ_01193	CDS	975				hypothetical protein
IJIGEHEJ_01194	CDS	918		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
IJIGEHEJ_01195	CDS	825	metQ		COG1464	Methionine-binding lipoprotein MetQ
IJIGEHEJ_01196	CDS	693	metP_2		COG2011	Methionine import system permease protein MetP
IJIGEHEJ_01197	CDS	1032	metN2	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN 2
IJIGEHEJ_01198	CDS	297	gcvH_1		COG0509	Glycine cleavage system H protein
IJIGEHEJ_01199	CDS	1206	rodA_2	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
IJIGEHEJ_01200	CDS	228				hypothetical protein
IJIGEHEJ_01201	CDS	258			COG0759	Putative membrane protein insertion efficiency factor
IJIGEHEJ_01202	CDS	1002	mbl		COG1077	Cell shape-determining protein Mbl
IJIGEHEJ_01203	CDS	555	ydaF_2	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
IJIGEHEJ_01204	CDS	1317	murA1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
IJIGEHEJ_01205	CDS	429	atpC		COG0355	ATP synthase epsilon chain
IJIGEHEJ_01206	CDS	1404	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IJIGEHEJ_01207	CDS	945	atpG		COG0224	ATP synthase gamma chain
IJIGEHEJ_01208	CDS	1521	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
IJIGEHEJ_01209	CDS	546	atpH		COG0712	ATP synthase subunit delta
IJIGEHEJ_01210	CDS	516	atpF		COG0711	ATP synthase subunit b
IJIGEHEJ_01211	CDS	213	atpE			ATP synthase subunit c
IJIGEHEJ_01212	CDS	714	atpB			ATP synthase subunit a
IJIGEHEJ_01213	CDS	1281	pyrP		COG2233	Uracil permease
IJIGEHEJ_01214	CDS	1356	npr_1	1.11.1.1	COG0446	NADH peroxidase
IJIGEHEJ_01215	CDS	783	cmpD	7.6.2.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
IJIGEHEJ_01216	CDS	909				hypothetical protein
IJIGEHEJ_01217	CDS	1008				hypothetical protein
IJIGEHEJ_01218	CDS	876	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
IJIGEHEJ_01219	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
IJIGEHEJ_01220	CDS	1281				hypothetical protein
IJIGEHEJ_01221	CDS	897	degV_2		COG1307	Protein DegV
IJIGEHEJ_01222	CDS	975	panE_1	1.1.1.169		2-dehydropantoate 2-reductase
IJIGEHEJ_01223	CDS	1989	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IJIGEHEJ_01224	CDS	270				hypothetical protein
IJIGEHEJ_01225	CDS	450				Virulence protein
IJIGEHEJ_01226	CDS	861	ykwC	1.1.-.-	COG2084	putative oxidoreductase YkwC
IJIGEHEJ_01227	CDS	774				hypothetical protein
IJIGEHEJ_01228	CDS	555	maa_1	2.3.1.79	COG0110	Maltose O-acetyltransferase
IJIGEHEJ_01229	CDS	1071	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
IJIGEHEJ_01230	CDS	321	hisE	3.6.1.31		Phosphoribosyl-ATP pyrophosphatase
IJIGEHEJ_01231	CDS	327	hisI			Histidine biosynthesis bifunctional protein HisIE
IJIGEHEJ_01232	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
IJIGEHEJ_01233	CDS	720	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
IJIGEHEJ_01234	CDS	627	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
IJIGEHEJ_01235	CDS	585	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
IJIGEHEJ_01236	CDS	1287	hisD	1.1.1.23		Histidinol dehydrogenase
IJIGEHEJ_01237	CDS	657	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IJIGEHEJ_01238	CDS	1152	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
IJIGEHEJ_01239	CDS	831	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
IJIGEHEJ_01240	CDS	1164				hypothetical protein
IJIGEHEJ_01241	CDS	909				hypothetical protein
IJIGEHEJ_01242	CDS	348				hypothetical protein
IJIGEHEJ_01243	CDS	510				hypothetical protein
IJIGEHEJ_01244	CDS	825				hypothetical protein
IJIGEHEJ_01245	CDS	516				hypothetical protein
IJIGEHEJ_01246	CDS	1062	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
IJIGEHEJ_01247	CDS	954	yxeI_1	3.5.1.11	COG3049	Penicillin V acylase
IJIGEHEJ_01248	CDS	219				hypothetical protein
IJIGEHEJ_01249	CDS	777				hypothetical protein
IJIGEHEJ_01250	CDS	2685	ydgH		COG1033	Putative membrane protein YdgH
IJIGEHEJ_01251	CDS	1608				hypothetical protein
IJIGEHEJ_01252	CDS	279				hypothetical protein
IJIGEHEJ_01253	CDS	438		2.3.1.-		Acetyltransferase
IJIGEHEJ_01254	CDS	2154	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
IJIGEHEJ_01255	CDS	1794				hypothetical protein
IJIGEHEJ_01256	CDS	996	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
IJIGEHEJ_01257	CDS	762				hypothetical protein
IJIGEHEJ_01258	CDS	1665				hypothetical protein
IJIGEHEJ_01259	CDS	885		2.7.4.-	COG2326	ADP-polyphosphate phosphotransferase
IJIGEHEJ_01260	CDS	561	cla-er_1	1.3.1.-		CLA biosynthesis enone reductase
IJIGEHEJ_01261	CDS	957	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
IJIGEHEJ_01262	CDS	885	rnhA	3.1.26.4		Ribonuclease H
IJIGEHEJ_01263	CDS	771				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
IJIGEHEJ_01264	CDS	939	ccpB		COG1609	Catabolite control protein B
IJIGEHEJ_01265	CDS	864	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
IJIGEHEJ_01266	CDS	978	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
IJIGEHEJ_01267	CDS	1020	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
IJIGEHEJ_01268	CDS	2004	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
IJIGEHEJ_01269	CDS	1752	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IJIGEHEJ_01270	CDS	555	pncA_1	3.5.1.19	COG1335	Nicotinamidase
IJIGEHEJ_01271	CDS	774				hypothetical protein
IJIGEHEJ_01272	CDS	711	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
IJIGEHEJ_01273	CDS	390				hypothetical protein
IJIGEHEJ_01274	CDS	282				hypothetical protein
IJIGEHEJ_01275	CDS	924				hypothetical protein
IJIGEHEJ_01276	CDS	1800				hypothetical protein
IJIGEHEJ_01277	CDS	417				hypothetical protein
IJIGEHEJ_01278	CDS	852				hypothetical protein
IJIGEHEJ_01279	CDS	135				hypothetical protein
IJIGEHEJ_01280	CDS	357				hypothetical protein
IJIGEHEJ_01281	CDS	285				hypothetical protein
IJIGEHEJ_01282	tRNA	72				tRNA-Gly(gcc)
IJIGEHEJ_01283	tRNA	75				tRNA-Thr(agt)
IJIGEHEJ_01284	tRNA	83				tRNA-Leu(tag)
IJIGEHEJ_01285	CDS	1278	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
IJIGEHEJ_01286	CDS	636		2.7.1.113	COG1428	Deoxyguanosine kinase
IJIGEHEJ_01287	CDS	738				hypothetical protein
IJIGEHEJ_01288	CDS	1452	lysP		COG0833	Lysine-specific permease LysP
IJIGEHEJ_01289	CDS	1683	alsS	2.2.1.6	COG0028	Acetolactate synthase
IJIGEHEJ_01290	CDS	525	nsrR			HTH-type transcriptional repressor NsrR
IJIGEHEJ_01291	CDS	546				hypothetical protein
IJIGEHEJ_01292	CDS	795				hypothetical protein
IJIGEHEJ_01293	CDS	663				hypothetical protein
IJIGEHEJ_01294	CDS	1038	tagU_2	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
IJIGEHEJ_01295	CDS	459				hypothetical protein
IJIGEHEJ_01296	CDS	750				hypothetical protein
IJIGEHEJ_01297	CDS	201	cspLA		COG1278	Cold shock-like protein CspLA
IJIGEHEJ_01298	CDS	648	mntR			HTH-type transcriptional regulator MntR
IJIGEHEJ_01299	CDS	345				hypothetical protein
IJIGEHEJ_01300	CDS	465				hypothetical protein
IJIGEHEJ_01301	CDS	1479	emrB_2		COG2814	Multidrug export protein EmrB
IJIGEHEJ_01302	CDS	723				hypothetical protein
IJIGEHEJ_01303	CDS	1143				hypothetical protein
IJIGEHEJ_01304	CDS	945				hypothetical protein
IJIGEHEJ_01305	CDS	546				hypothetical protein
IJIGEHEJ_01306	CDS	528		2.3.1.-		Acetyltransferase
IJIGEHEJ_01307	CDS	831				hypothetical protein
IJIGEHEJ_01308	CDS	1206				hypothetical protein
IJIGEHEJ_01309	CDS	1623	ybiT		COG0488	putative ATP-binding protein YbiT
IJIGEHEJ_01310	CDS	738	ybiV_1	3.1.3.23	COG0561	Sugar phosphatase YbiV
IJIGEHEJ_01311	CDS	1926				hypothetical protein
IJIGEHEJ_01312	CDS	2508	uvrA_2		COG0178	UvrABC system protein A
IJIGEHEJ_01313	CDS	1215				hypothetical protein
IJIGEHEJ_01314	CDS	912				hypothetical protein
IJIGEHEJ_01315	CDS	897	fpaP_1	3.4.11.5	COG2267	Proline iminopeptidase
IJIGEHEJ_01316	CDS	1368	puuP		COG0531	Putrescine importer PuuP
IJIGEHEJ_01317	CDS	1380				hypothetical protein
IJIGEHEJ_01318	CDS	1296				hypothetical protein
IJIGEHEJ_01319	CDS	831				hypothetical protein
IJIGEHEJ_01320	CDS	720	gmuR_2		COG2188	HTH-type transcriptional regulator GmuR
IJIGEHEJ_01321	CDS	2433				hypothetical protein
IJIGEHEJ_01322	CDS	243				hypothetical protein
IJIGEHEJ_01323	CDS	534				hypothetical protein
IJIGEHEJ_01324	CDS	1131				hypothetical protein
IJIGEHEJ_01325	CDS	411				hypothetical protein
IJIGEHEJ_01326	CDS	273				hypothetical protein
IJIGEHEJ_01327	CDS	549	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
IJIGEHEJ_01328	CDS	2223	nrdD_1	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
IJIGEHEJ_01329	CDS	474				hypothetical protein
IJIGEHEJ_01330	CDS	411	def1	3.5.1.88	COG0242	Peptide deformylase 1
IJIGEHEJ_01331	CDS	1002	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
IJIGEHEJ_01332	CDS	1005	dus_1	1.3.1.-		putative tRNA-dihydrouridine synthase
IJIGEHEJ_01333	CDS	195				hypothetical protein
IJIGEHEJ_01334	CDS	1260				hypothetical protein
IJIGEHEJ_01335	CDS	903	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
IJIGEHEJ_01336	CDS	1380				hypothetical protein
IJIGEHEJ_01337	CDS	1473	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
IJIGEHEJ_01338	CDS	786	gdhI	1.1.1.47		Glucose 1-dehydrogenase 1
IJIGEHEJ_01339	CDS	690				hypothetical protein
IJIGEHEJ_01340	CDS	579				hypothetical protein
IJIGEHEJ_01341	CDS	852	yvgN	1.1.1.-	COG0656	Glyoxal reductase
IJIGEHEJ_01342	CDS	852		1.1.1.-	COG1028	3beta-hydroxysteroid dehydrogenase 2
IJIGEHEJ_01343	CDS	1041	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
IJIGEHEJ_01344	CDS	597				hypothetical protein
IJIGEHEJ_01345	CDS	879	argP_1			HTH-type transcriptional regulator ArgP
IJIGEHEJ_01346	CDS	405				hypothetical protein
IJIGEHEJ_01347	CDS	639	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
IJIGEHEJ_01348	CDS	306				hypothetical protein
IJIGEHEJ_01349	CDS	252				hypothetical protein
IJIGEHEJ_01350	CDS	498	yvbK	2.3.1.-	COG0456	putative N-acetyltransferase YvbK
IJIGEHEJ_01351	CDS	468				hypothetical protein
IJIGEHEJ_01352	CDS	624	spsB_1	3.4.21.89		Signal peptidase IB
IJIGEHEJ_01353	CDS	618	spsB_2	3.4.21.89		Signal peptidase IB
IJIGEHEJ_01354	CDS	621	maa_2	2.3.1.79	COG0110	Maltose O-acetyltransferase
IJIGEHEJ_01355	CDS	651	nth_2	4.2.99.18	COG0177	Endonuclease III
IJIGEHEJ_01356	CDS	153				hypothetical protein
IJIGEHEJ_01357	CDS	702			COG1136	putative ABC transporter ATP-binding protein
IJIGEHEJ_01358	CDS	2592				hypothetical protein
IJIGEHEJ_01359	CDS	696	dapE_2	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
IJIGEHEJ_01360	CDS	567	dapE_3	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
IJIGEHEJ_01361	CDS	435				hypothetical protein
IJIGEHEJ_01362	CDS	399		4.1.2.10	COG1917	(R)-mandelonitrile lyase
IJIGEHEJ_01363	CDS	321				hypothetical protein
IJIGEHEJ_01364	CDS	744		1.-.-.-		putative oxidoreductase
IJIGEHEJ_01365	CDS	1218	yhaP		COG1668	putative protein YhaP
IJIGEHEJ_01366	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
IJIGEHEJ_01367	CDS	1155	xerC_4			Tyrosine recombinase XerC
IJIGEHEJ_01368	CDS	225				hypothetical protein
IJIGEHEJ_01369	CDS	201	cspL_1		COG1278	Cold shock protein 2
IJIGEHEJ_01370	CDS	450				hypothetical protein
IJIGEHEJ_01371	CDS	2721	trePP	2.4.1.216	COG1554	Trehalose 6-phosphate phosphorylase
IJIGEHEJ_01372	CDS	672	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
IJIGEHEJ_01373	CDS	768		3.1.3.-		Putative phosphatase
IJIGEHEJ_01374	CDS	96				hypothetical protein
IJIGEHEJ_01375	CDS	1818	apu			Amylopullulanase
IJIGEHEJ_01376	CDS	2373	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
IJIGEHEJ_01377	CDS	1440	glgA	2.4.1.21	COG0297	Glycogen synthase
IJIGEHEJ_01378	CDS	1173	glgD		COG0448	Glycogen biosynthesis protein GlgD
IJIGEHEJ_01379	CDS	1140	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IJIGEHEJ_01380	CDS	1905	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
IJIGEHEJ_01381	CDS	1617	dppA_4		COG4166	Dipeptide-binding protein
IJIGEHEJ_01382	CDS	129				hypothetical protein
IJIGEHEJ_01383	CDS	1239	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
IJIGEHEJ_01384	CDS	798	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
IJIGEHEJ_01385	CDS	1224	mdtG			Multidrug resistance protein MdtG
IJIGEHEJ_01386	CDS	1425	dnaC	5.6.2.3	COG0305	Replicative DNA helicase DnaC
IJIGEHEJ_01387	CDS	453	rplI			Large ribosomal subunit protein bL9
IJIGEHEJ_01388	CDS	2013	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
IJIGEHEJ_01389	CDS	237	rpsR		COG0238	Small ribosomal subunit protein bS18
IJIGEHEJ_01390	CDS	603	ssbA		COG0629	Single-stranded DNA-binding protein A
IJIGEHEJ_01391	CDS	300	rpsF		COG0360	Small ribosomal subunit protein bS6
IJIGEHEJ_01392	CDS	2562	gyrA			DNA gyrase subunit A GyrA
IJIGEHEJ_01393	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
IJIGEHEJ_01394	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
IJIGEHEJ_01395	CDS	234				hypothetical protein
IJIGEHEJ_01396	CDS	1140	dnaN		COG0592	Beta sliding clamp
IJIGEHEJ_01397	CDS	1368	dnaA		COG0593	Chromosomal replication initiator protein DnaA
IJIGEHEJ_01398	CDS	345	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
IJIGEHEJ_01399	CDS	834	yidC2		COG0706	Membrane protein insertase YidC 2
IJIGEHEJ_01400	CDS	969	khpB		COG1847	RNA-binding protein KhpB
IJIGEHEJ_01401	CDS	1392	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
IJIGEHEJ_01402	CDS	1911	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IJIGEHEJ_01403	CDS	816				hypothetical protein
IJIGEHEJ_01404	CDS	1050				hypothetical protein
IJIGEHEJ_01405	CDS	342				hypothetical protein
IJIGEHEJ_01406	CDS	1539				hypothetical protein
IJIGEHEJ_01407	CDS	588	spsB_3	3.4.21.89		Signal peptidase IB
IJIGEHEJ_01408	CDS	162				hypothetical protein
IJIGEHEJ_01409	CDS	1317	pepE_1	3.4.22.-	COG3579	Aminopeptidase E
IJIGEHEJ_01410	CDS	423				hypothetical protein
IJIGEHEJ_01411	CDS	867	degV_3		COG1307	Protein DegV
IJIGEHEJ_01412	CDS	483				hypothetical protein
IJIGEHEJ_01413	CDS	795	mhpD_1	4.2.1.80		2-keto-4-pentenoate hydratase
IJIGEHEJ_01414	CDS	537	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
IJIGEHEJ_01415	CDS	546	padR		COG1695	Negative transcriptional regulator PadR
IJIGEHEJ_01416	CDS	462				hypothetical protein
IJIGEHEJ_01417	CDS	2604	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
IJIGEHEJ_01418	CDS	999	rbsR_2		COG1609	Ribose operon repressor
IJIGEHEJ_01419	CDS	921	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
IJIGEHEJ_01420	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
IJIGEHEJ_01421	CDS	885	glcU_2		COG4975	Glucose uptake protein GlcU
IJIGEHEJ_01422	CDS	804	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
IJIGEHEJ_01423	CDS	1866				hypothetical protein
IJIGEHEJ_01424	CDS	507				hypothetical protein
IJIGEHEJ_01425	CDS	552	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
IJIGEHEJ_01426	CDS	1020	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
IJIGEHEJ_01427	CDS	378	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
IJIGEHEJ_01428	CDS	1812	pox5_1	1.2.3.3	COG0028	Pyruvate oxidase
IJIGEHEJ_01429	CDS	426	ywnA_2		COG1959	Putative HTH-type transcriptional regulator YwnA
IJIGEHEJ_01430	CDS	1749	pox5_2	1.2.3.3	COG0028	Pyruvate oxidase
IJIGEHEJ_01431	CDS	1101	haox	1.1.3.-		L-lactate oxidase
IJIGEHEJ_01432	CDS	234				hypothetical protein
IJIGEHEJ_01433	CDS	2115	clpL			ATP-dependent protease ClpL
IJIGEHEJ_01434	CDS	597	agrB	3.4.-.-		Accessory gene regulator protein B
IJIGEHEJ_01435	CDS	129				hypothetical protein
IJIGEHEJ_01436	CDS	1263				hypothetical protein
IJIGEHEJ_01437	CDS	744	agrA_2			Accessory gene regulator A
IJIGEHEJ_01438	CDS	438	spx_2		COG1393	Global transcriptional regulator Spx
IJIGEHEJ_01439	CDS	1455	katA	1.11.1.6	COG0753	Vegetative catalase
IJIGEHEJ_01440	CDS	246				hypothetical protein
IJIGEHEJ_01441	CDS	135				hypothetical protein
IJIGEHEJ_01442	CDS	549	folT_2		COG3601	Folate transporter FolT
IJIGEHEJ_01443	CDS	372				hypothetical protein
IJIGEHEJ_01444	CDS	1206	andAa	1.18.1.3		Anthranilate 1,2-dioxygenase system ferredoxin--NAD(+) reductase component
IJIGEHEJ_01445	CDS	687	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
IJIGEHEJ_01446	CDS	1077	araR		COG1609	Arabinose metabolism transcriptional repressor
IJIGEHEJ_01447	CDS	1401	xylT			D-xylose transporter
IJIGEHEJ_01448	CDS	1602	xylB_1	2.7.1.17		Xylulose kinase
IJIGEHEJ_01449	CDS	729	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
IJIGEHEJ_01450	CDS	1425	araA	5.3.1.4		L-arabinose isomerase
IJIGEHEJ_01451	CDS	561	maa_3	2.3.1.79	COG0110	Maltose O-acetyltransferase
IJIGEHEJ_01452	CDS	399	yueI		COG5506	putative protein YueI
IJIGEHEJ_01453	CDS	2391	xpkA_1	4.1.2.9		Xylulose-5-phosphate phosphoketolase
IJIGEHEJ_01454	CDS	768	glpR		COG1349	Glycerol-3-phosphate regulon repressor
IJIGEHEJ_01455	CDS	471				hypothetical protein
IJIGEHEJ_01456	CDS	297	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
IJIGEHEJ_01457	CDS	1272	gatC_1		COG3775	PTS system galactitol-specific EIIC component
IJIGEHEJ_01458	CDS	1110		1.1.1.301		D-arabitol-phosphate dehydrogenase
IJIGEHEJ_01459	CDS	624		3.1.3.5		5'-nucleotidase
IJIGEHEJ_01460	CDS	2052				hypothetical protein
IJIGEHEJ_01461	CDS	459	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
IJIGEHEJ_01462	CDS	297				hypothetical protein
